School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
2013-14,K857,75K036,P.S. 36,K036,2045 LINDEN BOULEVARD,K,19,262,,1,P.S. 36,0,2,1,1,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K860,18K673,East Brooklyn Community High School,K673,9517 KINGS HIGHWAY,K,18,187,,1,East Brooklyn Community High School,2,2,1,4,0,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,K864,22K361,P.S. 361 East Flatbush Early Childhood School,K361,3109 NEWKIRK AVENUE,K,22,643,,1,P.S. 361 East Flatbush Early Childhood School,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K865,32K556,Bushwick Leaders High School for Academic Excellen,K556,797 BUSHWICK AVENUE,K,32,360,,1,Bushwick Leaders High School for Academic Excellen,0,1,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K874,17K340,I.S. 340,K340,227 STERLING PLACE,K,13,208,,1,I.S. 340,0,0,0,0,0,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,K894,84K395      ,Roads Charter School I,K395,1495 HERKIMER STREET,K,23,,1495 HERKIMER STREET CONSOLIDATED LOCATION,2,Aspirations Diploma Plus High School| Roads Charter School I| 1495 HERKIMER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K894,23K646,Aspirations Diploma Plus High School,K646,1495 HERKIMER STREET,K,23,241,1495 HERKIMER STREET CONSOLIDATED LOCATION,2,Aspirations Diploma Plus High School| Roads Charter School I| 1495 HERKIMER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K894,,1495 HERKIMER STREET CONSOLIDATED LOCATION,,1495 HERKIMER STREET,K,23,241,1495 HERKIMER STREET CONSOLIDATED LOCATION,2,Aspirations Diploma Plus High School| Roads Charter School I| 1495 HERKIMER STREET CONSOLIDATED LOCATION,2,5,2,5,2,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,K902,75K077,P.S. K077,K077,62 PARK PLACE,K,13,287,62 PARK PLACE CONSOLIDATED LOCATION,2,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K902,13K266,M.S. K266 - Park Place Community Middle School,K266,62 PARK PLACE,K,13,142,62 PARK PLACE CONSOLIDATED LOCATION,2,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K902,,62 PARK PLACE CONSOLIDATED LOCATION,,62 PARK PLACE,K,13,429,62 PARK PLACE CONSOLIDATED LOCATION,2,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,1,1,2,0,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K907,17K568,Brownsville Academy High School,K568,1150 EAST NEW YORK AVENUE,K,17,203,,1,Brownsville Academy High School,1,3,6,4,0,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,K909,13K499,ACORN Community High School,K499,561 GRAND AVENUE,K,13,623,,1,ACORN Community High School,3,2,9,2,2,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K913,32K545,EBC High School for Public Service - Bushwick,K545,1155 DEKALB AVENUE,K,32,513,,1,EBC High School for Public Service - Bushwick,0,2,2,1,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K914,13K670,Benjamin Banneker Academy,K670,71-77 CLINTON AVENUE,K,13,907,,1,Benjamin Banneker Academy,0,2,1,2,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K917,22K555,Brooklyn College Academy,K555,350 CONEY ISLAND AVENUE,K,15,618,,1,Brooklyn College Academy,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K932,07X695,Passages Academy at Belmont(BN),X695,631 Belmont Ave.,X,19,485,,1,Passages Academy at Belmont(BN),4,1,1,0,5,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K971,20K971,"School of Math, Science, and Healthy Living",K971,6214 4TH AVENUE,K,20,288,,1,"School of Math, Science, and Healthy Living",0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K987,16K498,Brooklyn High School for Law and Technology,K498,1396 BROADWAY,K,16,518,,1,Brooklyn High School for Law and Technology,0,11,5,7,2,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K994,13K595,Bedford Academy High School,K595,1119 BEDFORD AVENUE,K,13,361,,1,Bedford Academy High School,0,1,2,1,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,L001,75Q256,P.S. Q256,Q256,525 CONVENT ROAD,O,00,478,,1,P.S. Q256,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,M001,02M001,P.S. 001 Alfred E. Smith,M001,8 HENRY STREET,M,02,496,,1,P.S. 001 Alfred E. Smith,1,0,0,1,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,M002,02M002,P.S. 002 Meyer London,M002,122 HENRY STREET,M,02,822,,1,P.S. 002 Meyer London,0,1,1,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M003,02M003,P.S. 003 Charrette School,M003,490 HUDSON STREET,M,02,808,,1,P.S. 003 Charrette School,0,2,0,2,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M004,06M004,P.S. 004 Duke Ellington,M004,500 WEST 160 STREET,M,06,730,,1,P.S. 004 Duke Ellington,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,M005,06M005,P.S. 005 Ellen Lurie,M005,3703 TENTH AVENUE,M,06,674,,1,P.S. 005 Ellen Lurie,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,M006,02M006,P.S. 006 Lillie D. Blake,M006,45 EAST  81 STREET,M,02,751,,1,P.S. 006 Lillie D. Blake,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M007,04M007,P.S. 007 Samuel Stern,M007,160 EAST 120 STREET,M,04,391,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M007,04M406,Global Technology Preparatory,M406,160 EAST 120 STREET,M,04,178,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M007,,160 EAST 120 STREET CONSOLIDATED LOCATION,,160 EAST 120 STREET,M,04,569,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,1,2,0,2,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,M008,06M008,P.S. 008 Luis Belliard,M008,465 WEST 167 STREET,M,06,560,,1,P.S. 008 Luis Belliard,0,1,0,0,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,M009,03M009,P.S. 009 Sarah Anderson,M009,100 WEST  84 STREET,M,03,648,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M009,03M243,M.S. 243 Center School,M243,100 WEST  84 STREET,M,03,229,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M009,,100 WEST  84 STREET CONSOLIDATED LOCATION,,100 WEST  84 STREET,M,03,877,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,0,0,1,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M010,05M499,Frederick Douglass Academy,M499,2581 7TH AVENUE,M,05,"1,489",,1,Frederick Douglass Academy,0,10,8,6,3,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,M011,02M011,P.S. 011 William T. Harris,M011,320 WEST  21 STREET,M,02,820,,1,P.S. 011 William T. Harris,0,1,0,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M013,04M013,J.H.S. 013 Jackie Robinson,M013,1573 MADISON AVENUE,M,04,107,1573 MADISON AVENUE CONSOLIDATED LOCATION,5,J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M013,84M168      ,East Harlem Scholars Academy Charter School II,M168,1573 MADISON AVENUE,M,04,,1573 MADISON AVENUE CONSOLIDATED LOCATION,5,J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M013,84M518      ,East Harlem Scholars Academy Charter School,M518,1573 MADISON AVENUE,M,04,,1573 MADISON AVENUE CONSOLIDATED LOCATION,5,J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M013,04M497,Central Park East I,M497,1573 MADISON AVENUE,M,04,203,1573 MADISON AVENUE CONSOLIDATED LOCATION,5,J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M013,04M555,Central Park East High School,M555,1573 MADISON AVENUE,M,04,479,1573 MADISON AVENUE CONSOLIDATED LOCATION,5,J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M013,,1573 MADISON AVENUE CONSOLIDATED LOCATION,,1573 MADISON AVENUE,M,04,789,1573 MADISON AVENUE CONSOLIDATED LOCATION,5,J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,0,2,2,0,2,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M015,01M015,P.S. 015 Roberto Clemente,M015,333 EAST  4 STREET,M,01,190,,1,P.S. 015 Roberto Clemente,2,1,1,2,1,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,M017,02M408,Professional Performing Arts High School,M408,328 WEST  48 STREET,M,02,512,328 WEST  48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M017,02M212,P.S. 212 Midtown West,M212,328 WEST  48 STREET,M,02,343,328 WEST  48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M017,,328 WEST  48 STREET CONSOLIDATED LOCATION,,328 WEST  48 STREET,M,02,855,328 WEST  48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,1,0,3,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M019,01M301,"Technology, Arts, and Sciences Studio",M301,185 1 AVENUE,M,01,158,185 1 AVENUE CONSOLIDATED LOCATION,2,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M019,01M019,P.S. 019 Asher Levy,M019,185 1 AVENUE,M,01,285,185 1 AVENUE CONSOLIDATED LOCATION,2,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M019,,185 1 AVENUE CONSOLIDATED LOCATION,,185 1 AVENUE,M,01,443,185 1 AVENUE CONSOLIDATED LOCATION,2,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",1,3,1,1,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,M020,01M020,P.S. 020 Anna Silver,M020,166 ESSEX STREET,M,01,631,,1,P.S. 020 Anna Silver,0,2,2,2,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,M022,01M539,"New Explorations into Science, Technology and Math",M539,111 COLUMBIA STREET,M,01,"1,725",,1,"New Explorations into Science, Technology and Math",0,3,4,2,1,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,M025,01M378,School for Global Leaders,M378,145 STANTON STREET,M,01,244,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M025,01M509,Marta Valle High School,M509,145 STANTON STREET,M,01,401,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M025,01M515,Lower East Side Preparatory High School,M515,145 STANTON STREET,M,01,551,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M025,,145 STANTON STREET CONSOLIDATED LOCATION,,145 STANTON STREET,M,01,"1,196",145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,0,7,10,3,4,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,M028,06M028,P.S. 028 Wright Brothers,M028,475 WEST 155 STREET,M,06,816,,1,P.S. 028 Wright Brothers,1,0,0,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M030,84M384      ,Success Academy Charter School - Harlem 2,M384,144-176 EAST 128 STREET,M,05,,144-176 EAST 128 STREET CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M030,75M138,P.S. 138,M138,144-176 EAST 128 STREET,M,05,537,144-176 EAST 128 STREET CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M030,05M030,P.S. 030 Hernandez/Hughes,M030,144-176 EAST 128 STREET,M,05,295,144-176 EAST 128 STREET CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M030,,144-176 EAST 128 STREET CONSOLIDATED LOCATION,,144-176 EAST 128 STREET,M,05,832,144-176 EAST 128 STREET CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,0,1,2,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,M033,02M033,P.S. 033 Chelsea Prep,M033,281 9 AVENUE,M,02,576,,1,P.S. 033 Chelsea Prep,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,M034,01M034,P.S. 034 Franklin D. Roosevelt,M034,730 EAST  12 STREET,M,01,393,,1,P.S. 034 Franklin D. Roosevelt,0,0,1,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,M036,05M036,P.S. 036 Margaret Douglas,M036,123 MORNINGSIDE DRIVE,M,05,528,,1,P.S. 036 Margaret Douglas,0,2,3,2,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,M040,02M040,P.S. 040 Augustus Saint-Gaudens,M040,319 EAST 19 STREET,M,02,594,319 EAST 19 STREET CONSOLIDATED LOCATION,2,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M040,02M255,M.S. 255 Salk School of Science,M255,319 EAST 19 STREET,M,02,378,319 EAST 19 STREET CONSOLIDATED LOCATION,2,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,M040,,319 EAST 19 STREET CONSOLIDATED LOCATION,,319 EAST 19 STREET,M,02,972,319 EAST 19 STREET CONSOLIDATED LOCATION,2,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,1,1,2,2,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
